id,paper_id,primers,longitude,latitude,continent,sample_type,ITS1_extracted,ITS2_extracted,ITS_total,Biome,MAT,MAP,pH,year_start,year_end,year_of_sampling,manipulated
23615,UOBC_2016_5CA6,ITS3/ITS4,-95.15,31.11,North America,soil,0,27701,27701,forest,19.6,1208,4.85,2012,2012,2012,FALSE
23616,Bell_2020_EE,ITS1F/ITS2,-106.536,52.1632,North America,rhizosphere soil,4285,0,4285,grassland,2.7,369,6.97,2014,2014,2014,FALSE
23619,Freed_2019_B98F,ITS1F/ITS2,-123,43.95,North America,root,20421,0,20421,wetland,12.4,1123,5.8,2016,2016,2016,FALSE
23620,Freed_2019_B98F,ITS1F/ITS2,-123,43.95,North America,rhizosphere soil,3374,0,3374,wetland,12.4,1123,5.8,2016,2016,2016,FALSE
23624,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.871,North America,soil,27694,0,27694,grassland,12.7,872,7.6,2013,2013,2013,TRUE
23628,Truong_2019_add,ITS1F/ITS2,-67.2395,-54.5678,South America,soil,23357,0,23357,forest,5.3,631,4.54,2015,2015,2015,FALSE
23634,Van_Nuland_2020_BK,ITS1F/ITS2,-92.52,46.6794,North America,soil,24057,0,24057,forest,5.2,783,6,2011,2011,2011,TRUE
23635,de Oliveira_2020_mBZ,ITS3/ITS4,-48.3519,-21.3064,South America,soil,0,48978,48978,grassland,22.7,1275,5.5,2018,2018,2018,TRUE
23650,UOBC_2016_5CA6,ITS3/ITS4,-95.15,31.11,North America,soil,0,4431,4431,forest,19.6,1208,5.2,2012,2012,2012,FALSE
23670,Lagueux_2021_mCK,fITS7/ITS4,-99.3354,38.8586,North America,root,0,41886,41886,grassland,12.6,547,7.598,2015,2015,2015,FALSE
23673,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3199,Pacific Ocean,root,0,8028,8028,aquatic,14.9,1061,6.74,2016,2016,2016,FALSE
23677,Schlatter_2018_C2A6,ITS1F/ITS2,-117.082,46.7831,North America,soil,32356,0,32356,cropland,9.2,564,6.1,2016,2016,2016,FALSE
23680,Lagueux_2021_mCK,fITS7/ITS4,-106.623,34.3421,North America,root,0,15762,15762,grassland,14.2,308,7.94,2015,2015,2015,FALSE
23685,Tedersoo_2014_B9DD,ITS3/ITS4,-82.2683,8.74,North America,soil,0,6241,6241,forest,19.6,2588,4.15,2012,2012,2012,FALSE
23688,UOBC_2016_5CA6,ITS3/ITS4,-89.38,49.08,North America,soil,0,16597,16597,forest,1.9,731,5.38,2011,2011,2011,FALSE
23716,Bell_2020_EE,ITS1F/ITS2,-106.536,52.163,North America,rhizosphere soil,8029,0,8029,grassland,2.7,369,6.45,2014,2014,2014,FALSE
23720,Tedersoo_2014_B9DD,ITS3/ITS4,-69.53,-3.598,South America,soil,0,4510,4510,forest,25.1,2567,2.65,2011,2011,2011,FALSE
23721,Truong_2019_add,ITS1F/ITS2,-67.2428,-54.5915,South America,soil,46710,0,46710,forest,3.4,672,3.82,2015,2015,2015,FALSE
23722,Bell_2020_EE,ITS1F/ITS2,-106.529,52.1691,North America,rhizosphere soil,12954,0,12954,grassland,2.7,367,6.79,2014,2014,2014,FALSE
23723,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-117.172,61.7765,North America,soil,0,28741,28741,wetland,-2.9,259,7.03,2015,2015,2015,FALSE
23724,Truong_2019_add,ITS1F/ITS2,-67.2428,-54.5915,South America,soil,34071,0,34071,forest,3.4,672,3.82,2015,2015,2015,FALSE
23730,Porazinska_2018_2471,ITS1F/ITS2,-105.631,40.0527,North America,soil,4630,0,4630,tundra,-2.8,672,5.34,2015,2015,2015,FALSE
23734,Freed_2019_B98F,ITS1F/ITS2,-123,43.93,North America,root,59551,0,59551,wetland,12.4,1029,5.9,2016,2016,2016,FALSE
23739,Zhou_2016_A8F1,gITS7/ITS4,-79.85,9.15,North America,soil,0,9665,9665,forest,25.8,2383,6.11,2012,2012,2012,FALSE
23753,Farrer_2019_50DE,ITS1F/ITS2,-105.624,40.0569,North America,soil,7075,0,7075,tundra,-2.2,603,5.12,2015,2015,2015,FALSE
23757,Gravuer_2020_mCY,ITS1F/ITS3,-122.427,38.873,North America,soil,103784,0,103784,grassland,12.7,872,7.1,2013,2013,2013,TRUE
23782,UOBC_2016_5CA6,ITS3/ITS4,-121.04,39.55,North America,soil,0,10367,10367,forest,12.7,1613,5.57,2011,2011,2011,FALSE
23794,RoyBolduc_2016_F11B,ITS1F/ITS4,-61.7584,47.4724,North America,soil,3538,1820,5358,grassland,5.1,938,5.34,2011,2011,2011,FALSE
23795,RoyBolduc_2015_ED,ITS1F/ITS4,-61.7584,47.4724,North America,soil,3538,1820,5358,wetland,5.1,938,5.34,2011,2011,2011,FALSE
23803,Bell_2020_EE,ITS1F/ITS2,-106.538,52.1691,North America,rhizosphere soil,5487,0,5487,grassland,2.7,369,6.66,2014,2014,2014,FALSE
23807,Egidi_AD_2019,fITS7/ITS4,-147.84,64.85,North America,soil,0,104403,104403,grassland,-1.2,318,5.56,2003,2015,2003 to 2015,FALSE
23809,RoyBolduc_2016_F11B,ITS1F/ITS4,-61.7383,47.4621,North America,soil,3371,2834,6205,grassland,5.1,940,7.06,2011,2011,2011,FALSE
23810,RoyBolduc_2015_ED,ITS1F/ITS4,-61.7383,47.4621,North America,soil,3371,2834,6205,wetland,5.1,940,7.06,2011,2011,2011,FALSE
23811,Reese_2016_9410,ITS1F/ITS2,-73.9214,40.8583,North America,soil,1625,0,1625,anthropogenic,12.2,1121,6.95,2013,2013,2013,FALSE
23823,RoyBolduc_2015_ED,ITS1F/ITS4,-61.7112,47.4851,North America,soil,4630,3986,8616,wetland,5.1,927,7.21,2011,2011,2011,FALSE
23831,RoyBolduc_2016_F11B,ITS1F/ITS4,-61.7112,47.4851,North America,soil,4627,3986,8613,grassland,5.1,927,7.21,2011,2011,2011,FALSE
23833,Robin_2019_2881,ITS86F/ITS4,-48.6333,-23.0333,South America,root,0,64550,64550,cropland,20.1,1243,4.66,2015,2015,2015,FALSE
23849,Bell_2020_EE,ITS1F/ITS2,-106.531,52.1681,North America,rhizosphere soil,4092,0,4092,grassland,2.7,367,7.85,2014,2014,2014,FALSE
23863,Zhou_2016_A8F1,gITS7/ITS4,-105.38,39.99,North America,soil,0,30282,30282,forest,5.2,484,4.83,2012,2012,2012,FALSE
23905,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,85163,85163,forest,10.5,1413,5.2,2013,2013,2013,FALSE
23908,Anthony_2017_647F,fITS7/ITS4,-71.3318,42.4094,North America,soil,0,20712,20712,forest,10.1,1279,4.7,2013,2013,2013,FALSE
23917,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,2357,2357,forest,8.8,1345,4.4,2016,2016,2016,TRUE
23941,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,30429,0,30429,cropland,7.6,982,6.8,2017,2017,2017,TRUE
23947,Schappe_2017_BF24,ITS1F/ITS2,-79.78,9.33389,North America,soil,3493,0,3493,forest,25.6,3053,4.5,2015,2015,2015,FALSE
23974,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,104168,0,104168,aquatic,18.8,1397,7.98,2011,2011,2011,FALSE
23975,Robin_2019_2881,ITS86F/ITS4,-48.6333,-23.0333,South America,root,0,73559,73559,cropland,20.1,1243,4.66,2015,2015,2015,FALSE
23978,Bell_2020_EE,ITS1F/ITS2,-106.53,52.1681,North America,rhizosphere soil,2097,0,2097,grassland,2.7,367,7.13,2014,2014,2014,FALSE
23983,Sharma_Poudyal_2017_F933,ITS1F/ITS4,-116.947,46.5881,North America,soil,9349,26,9375,cropland,9.1,503,5.6,2012,2012,2012,FALSE
23984,Freed_2019_B98F,ITS1F/ITS2,-123,43.93,North America,rhizosphere soil,26097,0,26097,wetland,12.4,1029,5.9,2016,2016,2016,FALSE
23990,Bell_2020_EE,ITS1F/ITS2,-106.53,52.1635,North America,rhizosphere soil,24219,0,24219,grassland,2.7,368,6.68,2014,2014,2014,FALSE
23991,DeBellis_2019_EH,ITS1F/ITS2,-73.94,45.43,North America,root,1860,0,1860,forest,7.3,1025,5.82,2015,2015,2015,FALSE
23993,Farrer_2019_50DE,ITS1F/ITS2,-105.635,40.0519,North America,soil,9120,0,9120,tundra,-3.3,735,5.31,2015,2015,2015,FALSE
23995,Carson_2019_B39C,fITS7/ITS4,-96.5833,39.0833,North America,soil,0,6563,6563,grassland,12.7,828,6.15,2015,2015,2015,TRUE
24000,Egidi_AD_2019,fITS7/ITS4,-86.7017,36.8719,North America,soil,0,53586,53586,grassland,14.6,1235,5.4,2003,2015,2003 to 2015,FALSE
24001,Carson_2019_B39C,fITS7/ITS4,-96.5833,39.0833,North America,soil,0,12221,12221,grassland,12.7,828,6.15,2015,2015,2015,TRUE
24007,Zhou_2016_A8F1,gITS7/ITS4,-122.26,44.2,North America,soil,0,43509,43509,forest,11.1,1613,5.18,2012,2012,2012,FALSE
24013,UOBC_2016_5CA6,ITS3/ITS4,-121.92,52.32,North America,soil,0,9292,9292,forest,4.2,583,5.08,2009,2009,2009,FALSE
24023,Truong_2019_add,ITS1F/ITS2,-67.243,-54.59,South America,soil,51427,0,51427,forest,3.4,672,3.52,2015,2015,2015,FALSE
24031,Robin_2019_2881,ITS86F/ITS4,-48.6333,-23.0333,South America,root,0,68686,68686,cropland,20.1,1243,4.85,2015,2015,2015,FALSE
24033,Carson_2019_B39C,fITS7/ITS4,-96.6123,39.1014,North America,soil,0,30005,30005,grassland,12.9,748,6.31,2015,2015,2015,FALSE
24034,Robin_2019_2881,ITS86F/ITS4,-48.6333,-23.0333,South America,root,0,72543,72543,cropland,20.1,1243,4.56,2015,2015,2015,FALSE
24041,UOBC_2016_5CA6,ITS3/ITS4,-95.15,31.11,North America,soil,0,31016,31016,forest,19.6,1208,4.95,2012,2012,2012,FALSE
24043,Veach_2018_TD,ITS1F/ITS4,-83.0808,35.5879,North America,soil,13,104948,104961,forest,8.3,1552,4.1,2013,2013,2013,FALSE
24046,Tedersoo_2014_B9DD,ITS3/ITS4,-71.6591,-40.132,South America,soil,0,4082,4082,forest,9,1090,4.91,2011,2011,2011,FALSE
24075,Bell_2020_EE,ITS1F/ITS2,-106.531,52.1695,North America,rhizosphere soil,18132,0,18132,grassland,2.7,367,7.9,2014,2014,2014,FALSE
24081,Truong_2019_add,ITS1F/ITS2,-68.3268,-54.7644,South America,soil,33053,0,33053,forest,3.4,486,3.82,2015,2015,2015,FALSE
24095,Lagueux_2021_mCK,fITS7/ITS4,-96.5631,39.1008,North America,root,0,110986,110986,grassland,12.5,812,6.282222222,2015,2015,2015,FALSE
24097,UOBC_2016_5CA6,ITS3/ITS4,-89.38,49.08,North America,soil,0,15278,15278,forest,1.9,731,4.95,2011,2011,2011,FALSE
24103,UOBC_2016_5CA6,ITS3/ITS4,-121.92,52.32,North America,soil,0,9495,9495,forest,4.2,583,5.22,2009,2009,2009,FALSE
24119,UOBC_2016_5CA6,ITS3/ITS4,-120.42,50.85,North America,soil,0,7673,7673,forest,4.5,443,5.83,2010,2010,2010,FALSE
24121,Carson_2019_B39C,fITS7/ITS4,-96.6112,39.1009,North America,soil,0,8263,8263,grassland,12.9,748,6.31,2015,2015,2015,FALSE
24128,Farrer_2019_50DE,ITS1F/ITS2,-105.638,40.0523,North America,soil,15126,0,15126,tundra,-3.3,735,5.1,2015,2015,2015,FALSE
24133,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,25247,0,25247,aquatic,18.8,1397,7.9,2012,2012,2012,FALSE
24166,Zhang_2018_5B78,ITS5/ITS4,-59.0136,-62.2108,Antarctica,soil,12300,0,12300,desert,-1.8,791,6.63,2017,2017,2017,FALSE
24173,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,27948,0,27948,aquatic,18.8,1397,7.95,2012,2012,2012,FALSE
24177,RoyBolduc_2016_F11B,ITS1F/ITS4,-61.7389,47.4684,North America,soil,3910,2966,6876,grassland,5.1,938,6.73,2011,2011,2011,FALSE
24178,RoyBolduc_2015_ED,ITS1F/ITS4,-61.7389,47.4684,North America,soil,3910,2966,6876,wetland,5.1,938,6.73,2011,2011,2011,FALSE
24182,Truong_2019_add,ITS1F/ITS2,-68.827,-54.3421,South America,soil,25671,0,25671,forest,3.6,583,3.52,2015,2015,2015,FALSE
24183,Tedersoo_2014_B9DD,ITS3/ITS4,-82.4336,8.68,North America,soil,0,5224,5224,forest,22.3,2199,5.08,2012,2012,2012,FALSE
24197,Sharma_Poudyal_2017_F933,ITS1F/ITS4,-116.947,46.5881,North America,soil,8656,124,8780,cropland,9.1,503,5.6,2012,2012,2012,FALSE
24232,Zhou_2016_A8F1,gITS7/ITS4,-83.5,35,North America,soil,0,26104,26104,forest,12.62,1853.8,4.69,2012,2012,2012,FALSE
24239,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,8495,0,8495,cropland,7.6,982,6.8,2017,2017,2017,TRUE
24254,Weber_2019_1GA,5.8S_Fun/ITS4_Fun,-117.705,33.7428,North America,root,0,14779,14779,shrubland,17.7,367,6.42,2015,2015,2015,TRUE
24256,Peay_2017_BCFB,ITS1F/ITS2,-155.748,20.1346,North America,soil,40867,0,40867,grassland,18.7,3123,3.5,2015,2015,2015,FALSE
24276,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,60203,60203,forest,10.5,1413,4.7,2013,2013,2013,FALSE
24282,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,root,8830,22827,31657,cropland,9.1,917,6.85,0,0,NA_,FALSE
24308,Tedersoo_2014_B9DD,ITS3/ITS4,-72.2417,-0.3629,South America,soil,0,4884,4884,forest,24.2,3203,2.6,2011,2011,2011,FALSE
24312,Freed_2019_B98F,ITS1F/ITS2,-123.67,42.09,North America,root,26971,0,26971,wetland,11.9,1371,7.6,2016,2016,2016,FALSE
24326,Bell_2020_EE,ITS1F/ITS2,-106.529,52.1687,North America,rhizosphere soil,3844,0,3844,grassland,2.7,367,6.94,2014,2014,2014,FALSE
24347,UOBC_2016_5CA6,ITS3/ITS4,-120.78,39.26,North America,soil,0,20805,20805,forest,10.8,1613,4.92,2011,2011,2011,FALSE
24365,UOBC_2016_5CA6,ITS3/ITS4,-82.25,46.75,North America,soil,0,10489,10489,forest,3.1,964,4.85,2011,2011,2011,FALSE
24380,Freed_2019_B98F,ITS1F/ITS2,-123,43.93,North America,rhizosphere soil,34430,0,34430,wetland,12.4,1029,5.9,2016,2016,2016,FALSE
24387,UOBC_2016_5CA6,ITS3/ITS4,-83.37,46.42,North America,soil,0,14319,14319,forest,5,804,4,2011,2011,2011,FALSE
24390,Peay_2017_BCFB,ITS1F/ITS2,-155.868,20.1207,North America,soil,9937,0,9937,grassland,23.7,396,6.5,2015,2015,2015,FALSE
24395,Peay_2017_BCFB,ITS1F/ITS2,-155.86,20.1294,North America,soil,17400,0,17400,grassland,23.2,584,6.9,2015,2015,2015,FALSE
24397,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3204,Pacific Ocean,shoot,0,15406,15406,aquatic,14.9,1061,6.42,2016,2016,2016,FALSE
24402,Lagueux_2021_mCK,fITS7/ITS4,-106.623,34.3421,North America,root,0,24487,24487,grassland,14.2,308,7.94,2015,2015,2015,FALSE
24409,Farrer_2019_50DE,ITS1F/ITS2,-105.628,40.0572,North America,soil,17254,0,17254,tundra,-2.8,672,5.39,2015,2015,2015,FALSE
24413,Porazinska_2018_2471,ITS1F/ITS2,-105.624,40.0573,North America,soil,2879,0,2879,tundra,-2.2,603,5.14,2015,2015,2015,FALSE
24418,Bell_2020_EE,ITS1F/ITS2,-106.531,52.1681,North America,rhizosphere soil,10533,0,10533,grassland,2.7,367,6.72,2014,2014,2014,FALSE
24421,Porazinska_2018_2471,ITS1F/ITS2,-105.643,40.0504,North America,soil,14574,0,14574,tundra,-3.7,757,4.59,2015,2015,2015,FALSE
24422,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,33579,0,33579,aquatic,18.8,1397,7.95,2012,2012,2012,FALSE
24423,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,50824,0,50824,aquatic,18.8,1397,7.92,2012,2012,2012,FALSE
24424,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,30612,0,30612,aquatic,18.8,1397,7.87,2012,2012,2012,FALSE
24425,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,38214,0,38214,aquatic,18.8,1397,7.83,2012,2012,2012,FALSE
24426,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,30458,0,30458,aquatic,18.8,1397,7.96,2013,2013,2013,FALSE
24429,Marin_2017_23B5,ITS1F/ITS4,-72.95,-40.79,South America,soil,10010,12730,22740,forest,12,1439,5.5,2013,2013,2013,FALSE
24442,UOBC_2016_5CA6,ITS3/ITS4,-126.31,52.32,North America,soil,0,8497,8497,forest,-1.9,1253,4.82,2008,2008,2008,FALSE
24445,Peay_2017_BCFB,ITS1F/ITS2,-155.823,20.1511,North America,soil,38109,0,38109,grassland,20.4,1527,5.8,2015,2015,2015,FALSE
24454,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,26396,26396,forest,8.8,1345,4.2,2016,2016,2016,TRUE
24457,Gannes_2016_5E98,ITS1F/ITS4,-61.28,10.38,South America,soil,18471,2967,21438,forest,26.4,2102,4.1,2015,2015,2015,FALSE
24462,Freed_2019_B98F,ITS1F/ITS2,-124.05,42.53,North America,soil,63996,0,63996,wetland,13,1491,6.85,2016,2016,2016,FALSE
24463,Bell_2020_EE,ITS1F/ITS2,-106.535,52.163,North America,rhizosphere soil,15159,0,15159,grassland,2.7,369,6.78,2014,2014,2014,FALSE
24468,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3196,Pacific Ocean,root,0,11746,11746,aquatic,14.9,1061,7.5,2016,2016,2016,FALSE
24497,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,11619,0,11619,aquatic,18.8,1397,7.95,2013,2013,2013,FALSE
24500,Zhang_2018_5B78,ITS5/ITS4,-58.9289,-62.1525,Antarctica,soil,21399,0,21399,desert,-2,809,6.82,2017,2017,2017,FALSE
24507,Carson_2019_B39C,fITS7/ITS4,-96.6107,39.1015,North America,soil,0,10986,10986,grassland,12.9,748,6.44,2015,2015,2015,FALSE
24513,UOBC_2016_5CA6,ITS3/ITS4,-120.42,50.85,North America,soil,0,7761,7761,forest,4.5,443,5.5,2010,2010,2010,FALSE
24516,UOBC_2016_5CA6,ITS3/ITS4,-121.92,52.32,North America,soil,0,7763,7763,forest,4.2,583,5.28,2009,2009,2009,FALSE
24531,Gravuer_2020_mCY,ITS1F/ITS3,-122.427,38.873,North America,soil,83282,0,83282,grassland,12.7,872,7.2,2013,2013,2013,TRUE
24555,Lagueux_2021_mCK,fITS7/ITS4,-96.5631,39.1008,North America,root,0,133505,133505,grassland,12.5,812,6.282222222,2015,2015,2015,TRUE
24559,Zhang_2018_5B78,ITS5/ITS4,-58.8769,-62.1847,Antarctica,soil,15112,0,15112,desert,-1.7,576,6.55,2017,2017,2017,FALSE
24581,Widdig_2020_mCI,fITS7/ITS4,-93.21,45.43,North America,soil,0,40918,40918,grassland,7.1,764,5.48,2017,2017,2017,FALSE
24588,Van_Nuland_2020_BK,ITS1F/ITS2,-92.52,46.6794,North America,soil,58183,0,58183,forest,5.2,783,6,2011,2011,2011,FALSE
24596,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3202,Pacific Ocean,shoot,0,30268,30268,aquatic,14.9,1061,6.86,2016,2016,2016,FALSE
24607,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-112.669,60.1361,North America,soil,0,18336,18336,forest,-1.4,358,7.67,2015,2015,2015,FALSE
24611,Ritter_2020_BI,ITS9MUNngs/ITS4ngsUni,-70.0274,-4.35277,South America,litter,4317,4270,8587,forest,25.3,2846,4.576666667,2015,2015,2015,FALSE
24623,Bell_2020_EE,ITS1F/ITS2,-106.536,52.1696,North America,rhizosphere soil,6254,0,6254,grassland,2.7,369,7.42,2014,2014,2014,FALSE
24628,Egidi_AD_2019,fITS7/ITS4,-93.66,43.51,North America,soil,0,130835,130835,grassland,7.7,772,6.3,2003,2015,2003 to 2015,FALSE
24645,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-112.35,59.7795,North America,soil,0,22079,22079,wetland,-1.5,359,3.21,2015,2015,2015,FALSE
24653,Tedersoo_2014_B9DD,ITS3/ITS4,-67.5181,-54.4665,South America,soil,0,4964,4964,forest,5.5,497,5.07,2011,2011,2011,FALSE
24656,Glassman_2016_E625,ITS1F/ITS2,-119.913,37.8126,North America,soil,51762,0,51762,forest,12.1,804,5.82,2011,2011,2011,FALSE
24657,Schlatter_2019_4710,ITS1F/ITS2,-118.48,47.8373,North America,rhizosphere soil,53082,0,53082,cropland,8.7,349,5.19,2016,2016,2016,FALSE
24659,Lagueux_2021_mCK,fITS7/ITS4,-104.897,41.1825,North America,root,0,79889,79889,grassland,7.6,373,6.54,2015,2015,2015,FALSE
24666,Freed_2019_B98F,ITS1F/ITS2,-116.71,46.8,North America,shoot,44223,0,44223,wetland,8.6,663,5.95,2016,2016,2016,FALSE
24667,Tedersoo_2014_B9DD,ITS3/ITS4,-71.611,-41.4315,South America,soil,0,4856,4856,forest,6,1236,5.01,2011,2011,2011,FALSE
24668,Bell_2020_EE,ITS1F/ITS2,-106.528,52.1705,North America,rhizosphere soil,11978,0,11978,grassland,2.7,367,7.32,2014,2014,2014,FALSE
24684,Ritter_2020_BI,ITS9MUNngs/ITS4ngsUni,-51.4178,-1.7747,South America,litter,5939,5767,11706,forest,26.4,2181,4.09,2015,2015,2015,FALSE
24694,Ge_2017_4DC8,ITS1F/ITS4,-82,29,North America,root,470,0,470,cropland,21,1296,5.4,2012,2012,2012,FALSE
24695,Ge_2017_4DC8,ITS1F/ITS4,-83,31,North America,root,1083,0,1083,cropland,18.9,1313,6.1,2012,2012,2012,FALSE
24731,Egidi_AD_2019,fITS7/ITS4,-111.857,36.6855,North America,soil,0,121963,121963,shrubland,13.9,221,8.306,2003,2015,2003 to 2015,FALSE
24744,Zhou_2016_A8F1,gITS7/ITS4,-83.5,35,North America,soil,0,32438,32438,forest,12.62,1853.8,4.9,2012,2012,2012,FALSE
24745,Robin_2019_2881,ITS86F/ITS4,-48.6333,-23.0333,South America,root,0,80884,80884,cropland,20.1,1243,4.27,2015,2015,2015,FALSE
24746,RoyBolduc_2016_E50C,ITS1F/ITS4,-61.752,47.4496,North America,root,6286,4983,11269,forest,5.1,941,4.9,2010,2010,2010,FALSE
24753,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,33291,0,33291,cropland,7.6,982,6.8,2017,2017,2017,FALSE
24755,Bell_2020_EE,ITS1F/ITS2,-106.538,52.1647,North America,rhizosphere soil,5861,0,5861,grassland,2.7,369,6.83,2014,2014,2014,FALSE
24756,Bell_2020_EE,ITS1F/ITS2,-106.536,52.1706,North America,rhizosphere soil,2966,0,2966,grassland,2.7,369,6.66,2014,2014,2014,FALSE
24766,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,42284,0,42284,cropland,7.6,982,6.8,2017,2017,2017,TRUE
24767,Schlatter_2018_C2A6,ITS1F/ITS2,-117.085,46.7796,North America,soil,42598,0,42598,cropland,9.3,542,7.23,2016,2016,2016,FALSE
24768,Schlatter_2018_C2A6,ITS1F/ITS2,-117.083,46.7815,North America,soil,30468,0,30468,cropland,9.2,564,6.62,2016,2016,2016,FALSE
24795,Anthony_2017_647F,fITS7/ITS4,-72.2079,42.5084,North America,soil,0,41071,41071,forest,9.1,1280,5.4,2013,2013,2013,FALSE
24796,UOBC_2016_5CA6,ITS3/ITS4,-95.15,31.11,North America,soil,0,11992,11992,forest,19.6,1208,4.6,2012,2012,2012,FALSE
24808,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,10980,0,10980,cropland,7.6,982,6.8,2017,2017,2017,FALSE
24811,Porazinska_2018_2471,ITS1F/ITS2,-105.644,40.052,North America,soil,9786,0,9786,tundra,-3.7,757,5.24,2015,2015,2015,FALSE
24814,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,39361,39361,forest,8.8,1345,4,2016,2016,2016,TRUE
24825,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,5527,0,5527,aquatic,18.8,1397,7.97,2013,2013,2013,FALSE
24826,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,31702,0,31702,aquatic,18.8,1397,7.89,2012,2012,2012,FALSE
24830,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-112.224,59.7423,North America,soil,0,13297,13297,forest,-1.5,356,5.05,2015,2015,2015,FALSE
24831,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-116.47,62.5208,North America,soil,0,17388,17388,forest,-3.9,268,7.41,2015,2015,2015,FALSE
24832,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-116.65,62.4875,North America,soil,0,10718,10718,forest,-3.9,268,5.52,2015,2015,2015,FALSE
24847,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,9667,9667,forest,8.8,1345,4.3,2016,2016,2016,TRUE
24854,Truong_2019_add,ITS1F/ITS2,-68.8373,-54.3593,South America,soil,47699,0,47699,forest,4,489,4.54,2015,2015,2015,FALSE
24872,Freed_2019_B98F,ITS1F/ITS2,-123,43.95,North America,soil,16349,0,16349,wetland,12.4,1123,5.8,2016,2016,2016,FALSE
24873,Bell_2020_EE,ITS1F/ITS2,-106.532,52.1615,North America,rhizosphere soil,7851,0,7851,grassland,2.7,368,6.7,2014,2014,2014,FALSE
24874,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.872,North America,soil,69890,0,69890,grassland,12.7,872,6,2013,2013,2013,TRUE
24878,Tedersoo_2014_B9DD,ITS3/ITS4,-65.8167,18.3167,North America,soil,0,2775,2775,forest,23.9,2270,4.27,2011,2011,2011,FALSE
24882,Ladwig_2021_aa6b,5.8S_Fun/ITS4_Fun,-106.696,34.3159,North America,soil,0,42374,42374,desert,14.5,297,8.5,2013,2013,2013,FALSE
24887,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3197,Pacific Ocean,root,0,28720,28720,aquatic,14.9,1061,6.94,2016,2016,2016,FALSE
24889,Carson_2019_B39C,fITS7/ITS4,-96.6122,39.102,North America,soil,0,7854,7854,grassland,12.9,748,6.31,2014,2014,2014,FALSE
24893,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,56096,56096,forest,8.8,1345,4.2,2016,2016,2016,TRUE
24907,Schlatter_2019_4710,ITS1F/ITS2,-119.522,47.8394,North America,rhizosphere soil,32101,0,32101,cropland,8.9,288,5.79,2016,2016,2016,FALSE
24909,RoyBolduc_2016_E50C,ITS1F/ITS4,-61.751,47.4515,North America,root,4089,3524,7613,forest,5.1,944,4.9,2010,2010,2010,FALSE
24910,RoyBolduc_2015_ED,ITS1F/ITS4,-61.7446,47.4569,North America,soil,3457,2512,5969,wetland,5.1,944,6.89,2011,2011,2011,FALSE
24911,RoyBolduc_2016_F11B,ITS1F/ITS4,-61.7446,47.4569,North America,soil,3457,2512,5969,grassland,5.1,944,6.89,2011,2011,2011,FALSE
